ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
9088,240000,2,2,1,45,1,0,0,0,0,0,0,396,396,396,396,396
9089,50000,1,3,0,50,0,0,0,0,0,0,45771,23343,0,3400,2769,0
9090,180000,2,1,2,31,4,4,4,3,2,2,83020,84654,82852,81162,79958,178148
9091,5.00E+05,2,2,2,28,0,0,0,0,0,0,215459,201715,141177,130352,126422,113148
9092,240000,2,3,2,50,0,0,0,0,0,0,223045,218120,221051,191997,196221,200058
9093,50000,1,2,2,23,0,0,0,0,0,0,30101,0,780,0,0,0
9094,50000,2,2,1,30,2,0,0,0,0,0,6425,4580,0,0,0,0
9095,220000,1,1,2,38,0,0,0,0,0,0,197600,201708,121499,124409,68319,0
9096,2.00E+05,1,2,1,36,1,0,0,0,0,0,0,0,0,0,0,0
9097,230000,2,1,1,35,0,0,0,0,0,0,4043,10609,4982,43509,2271,13486
9098,20000,1,3,2,56,0,0,0,0,0,0,15552,16596,17609,17329,17850,18046
9099,130000,2,1,1,37,2,2,2,2,2,2,41795,43914,44396,45365,46093,47185
9100,1.00E+05,1,2,1,50,0,0,0,0,0,0,95549,98909,81181,48194,40692,18110
9101,20000,1,2,2,39,0,0,0,0,0,0,15972,16432,17618,17365,17719,17740
9102,50000,2,2,2,26,0,0,0,0,0,0,48801,50140,48776,19251,19650,14974
9103,140000,1,3,1,45,2,2,2,2,2,2,78663,76839,80561,83643,82183,90823
9104,90000,1,2,2,32,0,0,0,0,0,0,23730,24693,6470,9882,28283,27893
9105,290000,2,1,1,39,1,0,0,0,0,0,1358,2586,11101,21101,2833,4820
9106,180000,2,2,2,34,0,0,0,0,0,0,181385,170946,171079,126724,125786,127419
9107,2.00E+05,2,3,1,57,1,0,0,0,0,0,0,0,0,0,0,0
9108,110000,1,1,1,32,2,2,2,2,2,2,95686,98374,99562,100532,102779,100966
9109,50000,1,3,2,28,0,0,0,0,0,0,17141,18361,19214,15519,15129,13747
9110,290000,2,2,1,48,0,0,0,0,0,0,10608,34470,11888,27114,3501,12511
9111,380000,1,1,1,46,2,2,2,2,2,2,88069,90418,88327,92492,94617,96579
9112,480000,1,2,1,39,0,0,0,0,0,0,428927,436425,300134,315067,321825,328781
9113,30000,2,2,2,22,0,0,0,0,0,0,18830,0,0,0,0,0
9114,380000,1,1,1,50,0,0,0,0,0,0,211463,201613,191343,184267,172328,230031
9115,340000,2,1,1,42,0,0,0,0,0,0,221587,216472,218817,223329,226176,230921
9116,30000,2,2,2,22,0,0,0,0,2,2,17358,0,23114,24727,24192,25905
9117,2.00E+05,1,3,1,29,0,0,0,0,0,0,15456,46620,22935,8335,971,4278
9118,360000,2,1,2,30,0,0,0,0,0,0,40514,31871,27793,19409,18093,10800
9119,160000,1,1,1,49,0,0,2,0,0,0,316,632,316,316,316,316
9120,50000,1,2,2,40,1,1,0,0,0,0,50209,0,409,29148,30270,22814
9121,2.00E+05,1,2,2,32,0,0,0,0,0,0,1473,1473,390,390,540,390
9122,60000,1,2,2,30,0,0,0,0,0,0,39264,41622,42627,43914,45053,46303
9123,80000,2,3,1,53,0,2,0,0,0,0,780,390,390,390,390,1320
9124,1.00E+05,2,2,1,38,2,2,0,0,0,0,50721,49635,50509,51666,52834,54955
9125,330000,1,1,1,37,0,0,0,0,0,0,18807,15865,34284,2780,20247,1806
9126,5.00E+05,2,1,2,44,0,0,0,0,0,0,0,5218,3981,0,3672,7617
9127,180000,2,2,1,32,0,0,0,0,0,0,54842,55435,56810,63562,41150,0
9128,2.00E+05,2,2,1,44,0,0,0,2,0,0,120515,117292,24612,19527,16471,13408
9129,420000,2,1,1,39,0,0,0,0,0,0,304964,312224,315822,275393,278745,244543
9130,110000,2,2,2,23,0,0,0,0,0,0,34486,43872,45140,46885,48129,49327
9131,50000,2,2,1,24,2,0,0,0,0,0,50710,45641,29259,9442,9792,9684
9132,130000,2,3,1,46,0,0,0,0,0,0,17505,18529,19545,20217,20890,21541
9133,250000,1,2,1,36,0,0,0,0,0,0,168899,174479,157088,136787,139385,122947
9134,50000,2,2,2,26,0,0,0,0,0,3,528,378,0,0,2057,1206
9135,260000,1,2,1,43,0,0,0,0,0,0,99523,76712,55185,82040,60867,59005
9136,240000,1,2,1,54,0,0,2,0,0,0,16135,249258,243589,204754,201426,198736
9137,3.00E+05,2,1,2,28,0,0,2,0,0,0,24763,33484,31501,32678,36147,40503
9138,2.00E+05,2,1,1,35,0,0,0,0,0,0,82831,15081,32105,4476,6491,1262
9139,6.00E+05,2,3,1,46,0,0,0,0,0,0,22921,11441,23471,30871,17314,10000
9140,130000,2,2,2,29,0,0,2,0,0,2,88345,94597,92077,93272,96298,95745
9141,150000,2,1,2,28,0,0,0,0,0,0,9625,2099,5306,8240,1686,149
9142,2.00E+05,1,1,2,30,0,0,0,0,0,2,0,9208,103360,77818,26276,3235
9143,80000,2,2,1,34,1,2,2,2,2,2,46461,47526,46466,48183,49057,51091
9144,60000,2,2,1,34,0,0,0,0,0,0,30834,33011,33434,34935,36344,37803
9145,360000,1,2,1,31,1,0,0,0,0,0,0,0,0,0,0,0
9146,110000,2,4,1,37,0,0,0,0,0,0,70204,69876,69584,59666,60916,61423
9147,70000,2,3,1,35,3,2,2,2,0,0,69852,67531,28650,27590,27850,28085
9148,50000,1,1,2,27,1,0,0,2,2,2,0,0,71,71,3871,3612
9149,10000,2,2,2,46,0,0,2,2,3,2,2496,4245,4525,5450,5073,4843
9150,120000,1,1,1,51,0,0,0,0,0,0,117446,117781,122030,114294,114144,116894
9151,220000,1,2,1,41,0,0,0,0,0,0,8840,1369,5924,1759,1824,7022
9152,440000,1,1,2,33,0,2,0,2,0,3,1137,343,812,168,2653,2203
9153,50000,1,2,1,49,0,0,0,0,0,0,1261,1261,1261,480,390,540
9154,210000,1,2,2,32,0,0,2,0,0,0,155913,165227,161427,164860,187329,186079
9155,490000,2,2,2,34,0,0,0,0,0,0,13955,10859,57426,35554,15858,23033
9156,160000,1,1,2,30,0,0,0,0,0,0,4180,7781,1256,14160,6180,2000
9157,180000,2,2,1,39,0,0,0,0,0,0,46202,47359,48316,28220,29260,30173
9158,330000,2,2,1,45,0,0,0,0,0,0,123813,127050,135631,138036,141330,144529
9159,20000,1,2,2,34,0,0,2,0,0,0,17650,18740,18373,18768,19315,20836
9160,120000,2,2,2,37,0,0,0,0,0,0,93822,96916,99051,99927,101541,103379
9161,360000,2,1,2,30,0,0,0,0,0,0,0,0,1072,1980,10780,2036
9162,440000,2,5,2,29,0,0,0,0,0,0,217407,219860,265058,142132,92400,0
9163,70000,2,2,2,34,0,0,0,0,0,0,62694,63995,66446,67786,69686,70500
9164,230000,2,1,1,44,1,0,0,0,0,0,3884,949,2864,933,0,0
9165,30000,1,2,2,28,2,0,0,2,2,2,26177,27249,29473,28719,29513,28890
9166,260000,1,2,1,34,0,0,0,0,0,0,176688,179281,180957,165911,169863,71403
9167,30000,1,2,2,25,2,2,4,3,2,2,18941,24602,23921,23259,22369,23408
9168,20000,2,3,3,56,0,2,0,0,0,0,190,2946,1473,780,390,1738
9169,70000,2,3,2,55,0,0,0,0,0,0,69997,41409,31450,29592,29703,19582
9170,90000,1,3,1,31,0,0,0,0,0,0,68476,68485,67000,45837,49959,52981
9171,70000,2,2,2,30,2,0,0,2,0,0,29773,30542,33033,32203,32884,33587
9172,30000,2,2,2,22,1,2,0,0,0,0,29676,28532,29510,29040,29178,0
9173,270000,1,2,1,51,0,0,0,0,0,0,32108,32784,29891,24531,19391,8850
9174,30000,1,2,1,35,0,0,0,0,0,0,25989,27100,27868,28430,29077,29540
9175,410000,2,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0
9176,240000,1,2,2,30,0,0,0,0,0,0,151127,155421,154926,148681,24105,9770
9177,30000,2,2,2,31,0,0,0,0,0,2,30589,31547,28734,27551,28836,11718
9178,110000,1,2,1,32,0,0,0,0,0,0,56573,26953,28190,0,0,0
9179,20000,1,2,2,24,0,0,0,0,0,0,17850,15528,13597,14088,13723,16318
9180,5.00E+05,1,3,1,55,0,0,0,0,0,0,735,0,0,1012,500,0
9181,240000,2,2,2,32,0,0,0,0,0,0,308013,190907,192181,189877,188205,182325
9182,140000,2,2,2,25,0,0,0,0,0,0,137585,131666,114989,81475,82812,71484
9183,50000,1,1,2,24,0,0,0,0,0,0,42058,35340,22110,19837,19855,20151
9184,130000,1,1,2,27,0,0,0,0,0,0,32464,33805,34810,35194,35951,36703
9185,50000,2,3,1,51,0,0,0,0,0,0,50448,34741,21312,17398,17773,17368
9186,260000,2,1,2,25,0,0,0,0,0,0,359,7822,13926,15393,22746,2946
9187,1.00E+05,1,2,1,35,0,0,0,0,0,0,1131,291,291,291,291,502
9188,30000,2,3,1,47,2,2,0,0,2,0,25280,24589,26160,29927,29336,29820
9189,60000,1,1,2,26,0,0,2,0,0,0,440,880,440,880,440,1681
9190,20000,2,3,1,35,0,0,2,2,0,0,15791,18218,18621,18024,18434,19826
9191,60000,2,2,1,24,3,2,2,2,0,0,33866,33041,35284,31602,32221,30208
9192,350000,2,2,3,44,2,2,0,0,0,0,52949,0,0,0,0,297301
9193,130000,2,2,1,41,2,2,0,0,0,0,133894,130312,128653,100795,95299,86564
9194,390000,2,2,2,26,2,2,2,0,0,0,185111,172865,153795,140387,128112,115514
9195,460000,1,1,1,39,2,2,5,5,5,5,2495,2495,2495,2495,2495,2495
9196,30000,1,3,2,31,0,0,0,0,0,0,27838,28791,27788,29784,0,0
9197,170000,2,2,1,35,0,0,0,0,0,0,10316,2798,4543,3229,2062,0
9198,20000,1,2,2,27,3,2,0,0,0,0,20771,19935,3110,2140,0,0
9199,260000,1,2,1,31,0,0,0,0,0,0,12695,9277,7065,0,0,0
9200,190000,2,1,2,32,0,0,0,0,0,0,161248,157952,157663,161039,161907,161729
9201,480000,1,1,1,37,0,0,0,0,0,2,470317,469673,450172,371819,390178,383822
9202,60000,1,2,2,33,0,0,0,0,0,0,58760,57635,56706,56452,58542,60273
9203,260000,2,1,1,38,0,0,0,0,0,0,256359,208852,192782,189886,196398,194568
9204,50000,2,3,2,50,0,0,0,0,0,0,48781,50283,51400,9463,9661,9854
9205,160000,2,1,2,25,0,0,0,0,0,0,76038,64399,52532,39455,26505,13302
9206,280000,2,1,2,29,0,0,0,0,0,0,768,786,1379,1885,143,1250
9207,290000,2,3,1,29,0,0,0,0,0,0,161623,166345,167924,170227,164584,161912
9208,240000,2,3,1,36,0,0,0,0,0,0,8020,717,0,0,0,0
9209,20000,2,2,1,41,0,0,0,0,0,0,7434,8453,9249,9438,5700,1140
9210,230000,2,3,1,40,0,0,0,0,0,0,1856,32254,4805,1600,4712,3466
9211,120000,2,2,1,31,0,0,0,0,2,2,46736,75853,79570,106523,108614,107519
9212,4.00E+05,1,1,2,28,0,0,0,0,0,0,1202,0,2893,13854,13860,12215
9213,80000,1,2,1,34,1,2,2,0,0,0,64575,65961,64308,65047,66504,74360
9214,2.00E+05,2,1,1,37,0,0,0,0,0,0,74418,3251,86800,84144,83699,121930
9215,20000,1,2,1,48,1,4,3,2,3,2,17453,16898,16334,17270,16713,16297
9216,1.00E+05,1,2,2,26,0,2,0,0,0,0,214,107,214,107,107,38362
9217,150000,1,2,3,25,0,0,0,0,0,0,1180,7667,9044,8397,6763,0
9218,180000,2,2,2,23,0,0,0,0,0,2,178239,178856,177754,178191,183051,179546
9219,5.00E+05,2,2,1,47,0,0,0,0,0,0,396,396,396,396,396,396
9220,360000,2,2,2,46,0,0,0,0,0,0,4000,311,913,465,157,4247
9221,320000,1,1,2,38,0,0,0,0,0,0,3872,5409,16770,83490,0,52281
9222,220000,1,1,1,42,1,0,0,0,0,0,0,0,0,0,0,0
9223,50000,2,1,2,36,1,2,2,2,2,2,29003,29244,30827,31224,30587,32763
9224,310000,1,1,1,47,0,0,0,0,0,0,960,1863,2667,0,2654,0
9225,50000,1,2,2,50,0,0,0,0,0,0,16242,13277,10834,10531,10239,5741
9226,160000,2,2,2,23,0,0,0,0,0,0,21905,22473,21380,283,0,0
9227,280000,2,2,1,40,0,0,0,0,0,2,415,415,415,565,830,415
9228,20000,1,3,2,44,4,3,2,0,0,2,12480,12001,11516,11436,12553,12501
9229,60000,1,1,2,24,0,0,0,0,0,0,390,780,0,0,371,18239
9230,390000,1,2,1,37,0,0,0,0,0,0,178087,185212,187648,192538,198828,206489
9231,50000,1,2,2,25,1,0,0,0,0,0,0,0,0,0,0,0
9232,450000,1,1,2,31,0,0,0,2,0,0,757,1422,2469,1562,20030,9248
9233,180000,1,2,2,26,0,0,0,0,0,0,171041,111580,71902,10045,10484,10816
9234,140000,1,3,2,30,2,2,2,2,2,0,145627,145339,136223,113942,109652,109118
9235,40000,2,2,2,33,1,2,2,0,0,0,21576,23242,21057,20746,20613,867
9236,80000,1,2,2,26,0,0,0,0,0,2,24906,26242,27360,27480,29642,28779
9237,240000,2,3,2,35,0,0,0,0,0,0,4215,0,0,0,0,0
9238,80000,1,2,2,33,0,0,0,0,0,0,69963,64081,62582,47595,44724,44287
9239,360000,2,3,1,45,0,0,0,0,0,0,167370,183070,190369,185069,195069,27004
9240,3.00E+05,2,2,1,31,0,0,0,0,0,0,3862,0,6367,570,3749,127
9241,390000,2,1,2,29,0,0,0,0,0,0,0,0,1630,1871,2400,3480
9242,320000,1,1,1,37,0,0,0,0,0,0,14515,0,0,0,0,13439
9243,220000,2,1,1,26,0,0,0,0,0,0,52593,65221,73395,81697,57517,58920
9244,340000,2,1,2,29,0,0,0,0,0,0,132024,135687,138933,139824,142461,145269
9245,90000,2,2,1,32,1,0,0,0,0,0,0,323,0,2520,1651,0
9246,130000,2,2,2,33,0,0,0,0,0,0,7547,3773,4329,8638,2279,0
9247,160000,1,2,1,37,2,0,0,0,0,0,833,833,833,833,833,833
9248,280000,1,1,1,38,0,0,0,0,0,0,101259,7224,11169,2300,0,10551
9249,310000,2,2,2,38,0,0,0,0,0,0,1276,3666,2779,3140,1831,5347
9250,130000,1,2,2,29,0,0,0,0,0,0,30857,43333,0,0,0,0
9251,180000,2,2,1,30,0,0,2,0,0,0,149218,217602,96169,70083,59509,78312
9252,30000,1,2,1,39,1,2,0,0,0,0,30559,26457,27469,28013,28614,29636
9253,170000,2,2,2,34,0,0,0,0,0,0,8069,2855,11744,5886,12916,3177
9254,240000,1,1,1,29,0,0,0,0,0,0,17882,367,0,0,4638,2500
9255,70000,1,1,2,31,0,0,0,0,0,0,52440,55961,63341,64694,67905,59383
9256,110000,2,1,2,28,1,0,0,0,0,0,0,200,400,46952,48455,47324
9257,20000,2,3,1,23,1,2,2,0,0,0,14428,14310,0,0,0,0
9258,210000,2,1,2,30,0,0,0,0,0,0,7056,2881,1166,13740,6813,2144
9259,20000,2,2,2,21,0,0,0,0,0,0,20040,17850,13560,11748,10632,10019
9260,360000,2,2,1,43,0,0,0,0,0,0,1999,10145,4005,19158,3569,31171
9261,80000,1,3,1,59,0,0,0,0,0,0,71720,73024,74297,33412,30070,30254
9262,170000,2,1,2,34,0,0,0,0,0,0,55623,49216,46239,36300,29350,28164
9263,70000,2,2,2,30,0,0,0,0,0,0,3878,4957,6209,6338,6587,6828
9264,110000,1,2,1,30,0,0,0,2,2,2,26000,9000,63853,59308,60576,42784
9265,10000,2,1,2,27,0,0,0,2,2,0,8128,8470,10255,9389,8345,8572
9266,60000,2,1,2,23,0,0,0,0,0,0,17191,17864,18408,18393,18238,18345
9267,220000,1,1,1,39,0,0,0,0,0,0,38647,27796,12372,4610,3668,0
9268,50000,1,1,2,33,0,0,0,0,0,0,21171,22698,14125,18025,9063,10747
9269,50000,2,2,2,22,0,0,0,0,0,0,1470,627,14596,19323,19728,20142
9270,70000,2,2,2,26,0,0,0,0,0,0,23790,23880,24843,25338,25461,26008
9271,180000,1,2,2,26,0,0,0,0,0,0,145574,108617,102711,95652,97661,99656
9272,60000,1,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551
9273,1.00E+05,2,2,1,40,2,2,2,2,2,2,44421,45504,46157,46900,47999,49057
9274,5.00E+05,1,2,2,28,0,0,0,0,0,0,24677,28287,32988,21579,26674,28697
9275,50000,1,2,2,38,0,0,0,0,0,0,26533,16426,0,0,0,0
9276,340000,2,2,2,27,0,0,0,0,0,0,24583,1954,11271,6559,1924,10057
9277,450000,1,1,2,31,0,0,0,0,0,0,3960,4397,2177,17871,11451,3570
9278,160000,1,1,2,31,0,0,0,0,0,0,813,1351,0,2773,215,2026
9279,180000,1,2,1,33,0,0,0,0,0,0,177017,107267,11426,96562,144345,141659
9280,50000,1,2,1,25,1,0,0,0,0,0,0,37230,10496,3614,2254,1494
9281,5.00E+05,1,2,1,38,1,2,0,0,2,0,91662,88467,90193,94629,92621,80971
9282,80000,2,2,2,23,0,0,0,0,0,0,3796,7913,7012,11009,16418,27694
9283,280000,1,3,1,49,0,0,0,0,0,0,4792,3410,2295,3105,582,14013
9284,240000,2,5,1,41,2,2,2,2,2,2,239633,242710,229923,238940,238775,238202
9285,20000,2,1,2,24,0,0,0,0,0,0,15036,16069,16774,17266,17539,18033
9286,50000,1,2,2,27,0,0,0,0,0,0,46858,22534,18131,18530,19079,19608
9287,1.00E+05,2,1,1,42,2,2,2,2,2,2,46195,47166,46112,48925,49794,50823
9288,80000,2,2,2,34,1,3,2,0,0,0,84054,82194,78715,26681,0,0
9289,150000,2,1,2,40,0,0,0,0,0,0,7296,1819,1012,0,0,0
9290,220000,1,2,2,30,1,2,2,2,2,2,105348,106432,102996,100198,100357,95471
9291,270000,2,2,2,34,0,0,0,0,0,0,131310,123737,115927,106350,98365,89909
9292,230000,2,3,2,25,0,0,0,0,0,0,26214,26504,20010,0,104160,0
9293,140000,2,2,1,30,0,0,2,4,3,2,106298,111040,122612,120270,118091,122963
9294,180000,1,2,2,40,0,0,0,0,0,0,4289,1000,0,0,0,0
9295,140000,2,2,2,27,1,2,2,0,0,0,28332,27464,0,90558,92530,83880
9296,30000,1,2,2,35,0,0,2,2,2,0,20290,24727,24031,25579,25030,25526
9297,80000,1,2,1,36,0,0,0,0,0,0,25028,26054,20344,7311,6100,2160
9298,140000,1,2,2,30,0,0,0,0,0,0,131026,130023,76098,50419,47202,43946
9299,20000,1,3,2,38,0,0,0,0,0,0,18878,19286,18977,18335,18718,18475
9300,360000,1,1,1,37,0,0,0,0,0,0,797,357,759,0,0,2318
9301,130000,2,1,2,28,0,0,0,0,0,0,9821,8582,0,0,1170,0
9302,70000,2,1,1,36,1,2,0,0,0,0,31919,31123,32203,34656,36927,38308
9303,3.00E+05,1,1,2,41,0,0,0,0,0,0,2930,1610,0,800,0,1951
9304,5.00E+05,1,2,2,32,0,0,0,0,0,0,71731,75357,62407,63706,59452,47868
9305,20000,1,2,2,30,0,0,0,0,0,0,39508,16063,17090,17506,17924,18526
9306,140000,1,2,1,45,0,3,2,2,2,2,104144,106179,106947,107690,109821,107893
9307,4.00E+05,2,2,2,27,1,0,0,0,0,0,0,0,890,0,0,1180
9308,30000,2,2,2,28,0,0,0,0,0,3,15280,16230,17153,17351,19509,18900
9309,50000,1,1,1,33,2,2,0,0,0,0,12632,13131,14817,13725,13147,5932
9310,380000,1,2,1,38,0,0,0,0,0,0,88112,91640,93480,95256,96964,71250
9311,360000,2,2,2,27,0,0,0,0,0,0,5497,3300,512,2512,2593,0
9312,620000,2,1,2,52,0,0,0,0,0,0,31400,32166,17206,164582,75743,54737
9313,2.00E+05,1,3,1,69,0,0,0,0,0,0,83858,66979,65728,64490,53186,52136
9314,20000,2,2,1,25,0,2,0,0,0,0,19744,19137,19476,16911,11893,9583
9315,170000,2,1,2,29,0,0,0,0,0,0,5539,337,11277,11277,14277,0
9316,250000,2,1,2,26,0,0,0,2,2,2,195126,199972,205635,212608,207919,205377
9317,120000,2,2,2,25,1,0,0,0,0,0,0,0,0,0,0,0
9318,150000,1,3,1,46,0,0,0,0,0,0,96396,98366,99456,79956,78154,76634
9319,2.00E+05,2,3,1,41,2,0,0,0,0,0,199802,195038,129415,88682,74132,71281
9320,2.00E+05,1,1,1,39,0,0,0,0,0,0,91415,79928,23532,23632,12852,5799
9321,180000,2,1,1,44,0,0,0,0,0,0,97925,98817,98495,96309,98484,100319
9322,5.00E+05,2,1,2,34,0,0,0,0,0,0,119451,143348,159291,262663,308074,400050
9323,20000,2,2,2,24,0,0,0,0,0,0,13867,14834,15931,15850,16226,14411
9324,5.00E+05,1,2,1,39,0,0,0,0,0,0,342548,290244,250186,276579,239874,226502
9325,80000,2,1,1,47,0,0,0,0,0,0,15739,17253,35369,18351,14249,10637
9326,80000,2,3,2,23,0,0,2,2,2,2,71988,76940,68255,55983,59823,51519
9327,360000,1,1,2,30,0,0,0,0,0,0,36590,29751,22581,12936,7970,7970
9328,230000,2,1,2,28,0,0,0,0,0,0,12089,2306,13827,11686,46963,15962
9329,70000,1,2,2,32,3,2,0,0,0,2,21986,21351,22090,22723,24351,23809
9330,20000,1,2,2,25,0,0,0,2,0,0,1000,0,16668,16105,16496,16872
9331,250000,2,2,1,37,0,0,0,0,0,0,215928,221963,224949,229577,234221,238960
9332,4.00E+05,1,2,2,33,0,0,0,0,0,0,61705,58018,52383,48139,35898,30754
9333,420000,2,1,1,30,0,0,0,0,0,0,3790,19292,15068,37435,0,18995
9334,320000,1,2,2,37,0,0,0,0,0,0,31989,35554,85376,88585,101546,41685
9335,30000,1,1,2,25,0,0,0,0,0,0,29108,29806,30477,30651,30107,26304
9336,470000,1,1,2,30,0,0,0,0,0,0,290137,294980,276255,241089,223366,207733
9337,70000,1,1,2,31,1,2,2,0,0,0,65779,34480,33632,35747,38981,43331
9338,70000,2,2,2,23,0,0,0,0,0,0,18193,19241,19346,15754,15855,15011
9339,30000,2,1,2,25,0,0,0,0,0,0,22399,25859,26540,13842,16299,18547
9340,30000,2,2,1,22,1,2,2,0,0,0,14274,14367,13296,12516,0,0
9341,30000,2,2,1,45,2,2,2,0,0,0,30330,30948,29480,28805,19733,16543
9342,70000,1,2,2,35,0,0,0,0,0,0,67306,69023,69340,39191,40009,40893
9343,20000,2,3,2,50,0,0,0,0,0,0,16350,17382,18488,19179,19720,19822
9344,210000,1,2,2,31,2,2,0,0,2,0,200332,195530,176634,128137,130500,128838
9345,170000,2,1,1,36,0,0,0,0,0,0,1000,1000,3000,1000,1000,1500
9346,3.00E+05,1,2,2,31,0,0,0,0,0,0,86267,78176,48163,13461,5121,5663
9347,10000,2,2,2,24,0,0,0,0,0,0,7199,8275,9232,9266,9501,9729
9348,50000,2,1,2,24,0,0,0,0,0,0,220,220,677,1200,666,1480
9349,2.00E+05,2,2,1,30,1,2,0,0,0,0,35706,34064,30519,26166,28097,29855
9350,220000,2,1,2,36,0,0,0,0,0,0,2978,125,15064,101,1011,1411
9351,4.00E+05,2,2,1,34,0,0,0,0,0,0,14986,25772,12621,13983,3378,3770
9352,260000,2,1,2,30,0,0,0,0,0,0,449,1340,0,0,0,0
9353,10000,2,2,1,37,0,0,0,0,0,0,10000,7419,7392,8265,8631,17974
9354,140000,1,1,2,28,0,0,0,0,0,0,23702,23917,24460,435,435,435
9355,50000,1,3,2,43,0,0,0,0,0,0,97348,49221,29457,9279,888,19947
9356,330000,2,2,1,42,0,0,0,0,0,0,18516,24202,32912,36710,40442,42283
9357,130000,2,1,2,29,0,0,0,0,0,0,0,0,0,2115,0,0
9358,360000,2,1,2,33,0,0,2,0,0,0,0,883,887,26292,22279,550
9359,450000,1,1,2,28,0,0,0,0,0,0,9845,11991,17111,19585,9756,3282
9360,5.00E+05,1,1,2,36,0,0,0,0,0,0,15401,23032,54759,52030,71797,93159
9361,240000,1,2,1,33,0,0,0,0,0,0,8383,3470,2220,2220,3356,2220
9362,60000,2,2,2,29,1,2,0,0,0,0,9045,7910,6770,6880,5021,4952
9363,340000,1,2,1,42,0,0,0,0,0,0,76166,83909,169911,130718,131684,126223
9364,5.00E+05,2,2,1,53,0,0,0,0,0,0,7855,17481,12021,132906,122256,37380
9365,270000,2,2,1,33,0,0,0,0,0,0,121065,96197,92217,94082,96367,97793
9366,50000,1,2,2,33,0,0,0,0,0,2,24060,17474,18297,20114,13235,12482
9367,20000,1,3,2,29,0,0,0,0,0,0,11455,12866,5596,7337,8063,8769
9368,130000,2,1,1,36,0,0,0,0,0,0,9164,4603,5000,1500,0,390
9369,2.00E+05,2,1,1,55,0,0,0,0,0,0,110778,111431,96867,77140,81849,78046
9370,360000,2,2,2,25,0,0,0,0,0,0,336179,173781,161223,145172,131346,134135
9371,90000,2,2,1,55,0,0,0,0,0,0,15000,1055,0,2320,1286,1132
9372,2.00E+05,2,1,1,50,0,0,0,0,0,0,1662,2482,19272,22388,21105,3471
9373,80000,2,1,1,43,0,0,0,0,0,0,21057,2282,0,0,0,665
9374,30000,2,3,1,45,1,2,2,2,0,0,29334,28198,29497,28268,30817,17219
9375,50000,1,2,2,28,0,0,0,0,0,0,48566,47893,48760,22967,39687,23755
9376,50000,1,2,2,33,0,0,0,0,0,0,53282,50936,49911,19817,20492,20365
9377,450000,2,1,1,69,0,0,0,0,0,0,2000,0,1173,0,6265,2374
9378,130000,2,2,1,37,0,0,0,0,0,0,3811,8692,10467,10067,12567,12567
9379,350000,1,1,2,33,0,0,0,0,0,0,53562,49396,42968,38575,34226,31026
9380,20000,1,3,2,22,0,0,0,0,2,2,20732,19981,431,20786,20355,18752
9381,170000,1,2,2,27,0,0,0,0,0,0,21958,22572,14549,10849,12509,64218
9382,240000,2,2,1,38,1,2,0,0,2,2,47320,46392,51652,54969,42373,48952
9383,130000,1,1,2,30,0,0,0,0,0,0,77939,78524,63421,60269,59984,27126
9384,360000,2,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0
9385,10000,1,2,2,26,1,4,3,2,0,0,9526,9240,8950,8660,8840,9472
9386,10000,2,3,1,42,2,0,0,0,0,0,8965,8640,9412,9604,9800,0
9387,2.00E+05,2,3,2,70,0,0,0,0,0,0,7109,9999,5300,5300,0,0
9388,150000,2,2,1,35,0,0,0,0,2,0,39883,41045,41701,40699,25218,9340
9389,50000,1,5,2,33,0,0,0,0,0,0,47423,33843,31251,30935,28905,27487
9390,40000,1,2,2,26,1,2,2,2,2,2,39826,40690,32183,38897,40234,40536
9391,4.00E+05,1,1,2,42,0,0,0,0,0,0,4279,100815,15906,81768,4887,43827
9392,80000,1,2,2,25,0,2,0,0,0,0,832,416,832,416,832,416
9393,50000,1,2,2,28,0,2,0,0,0,0,2809,187,3135,937,0,894
9394,170000,1,2,2,42,0,0,0,0,0,0,142118,144803,133868,119956,121277,122926
9395,190000,1,3,2,34,0,0,0,0,0,0,47713,49242,52394,55521,113760,116299
9396,20000,1,2,1,62,0,0,0,0,0,0,19724,19581,0,0,0,0
9397,30000,2,1,2,23,1,3,2,2,2,2,12271,11791,11305,12216,12374,12026
9398,20000,1,1,2,29,0,0,0,0,0,0,14492,15759,17371,17873,18073,10817
9399,390000,2,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,155517,154668
9400,1.00E+05,2,3,2,66,0,0,0,0,0,0,82583,83398,85103,86802,88912,90400
9401,50000,1,2,1,34,0,0,0,0,0,0,44849,41873,28077,18291,16886,27476
9402,120000,2,3,1,54,0,0,0,0,0,0,67094,69010,70683,71504,73230,73613
9403,80000,2,1,2,24,0,0,0,0,0,0,329,49,317,827,390,120
9404,340000,2,2,2,39,0,0,0,0,0,0,132749,134235,128079,64598,12014,710
9405,110000,2,2,2,23,0,0,0,0,0,0,111271,111532,107998,79211,77881,80628
9406,90000,2,2,1,42,0,0,0,0,0,0,390,0,0,0,780,0
